user_id	image	annotation_time	acc_human	flu_human	acc_init	flu_init	acc_pre	flu_pre	acc_par	flu_par	acc_merge	flu_merge
2	COCO_val2014_000000011198.jpg	2019/01/13-08:19:47	0	0	0	1	0	1	0	1	1	1
2	COCO_val2014_000000298461.jpg	2019/01/13-08:20:36	0	0	1	0	0	0	1	1	0	0
2	COCO_val2014_000000031965.jpg	2019/01/13-08:21:08	1	0	1	1	1	1	1	1	0	1
2	COCO_val2014_000000234251.jpg	2019/01/13-08:21:44	1	1	1	1	0	1	0	1	0	1
2	COCO_val2014_000000468997.jpg	2019/01/13-08:22:16	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000358254.jpg	2019/01/13-08:22:46	1	1	0	1	0	1	1	1	1	1
2	COCO_val2014_000000219589.jpg	2019/01/13-08:23:48	1	1	0	1	0	1	1	1	0	1
2	COCO_val2014_000000170250.jpg	2019/01/13-08:24:50	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000050230.jpg	2019/01/13-08:25:19	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000405440.jpg	2019/01/13-08:25:44	1	0	0	0	0	0	0	0	0	1
2	COCO_val2014_000000134503.jpg	2019/01/13-08:26:15	0	1	0	1	1	1	0	0	0	1
2	COCO_val2014_000000122161.jpg	2019/01/13-08:26:39	1	1	0	1	0	1	1	1	0	1
2	COCO_val2014_000000462982.jpg	2019/01/13-08:27:00	1	0	1	1	1	1	1	1	1	1
2	COCO_val2014_000000366096.jpg	2019/01/13-08:27:37	0	1	1	1	1	1	0	1	1	1
2	COCO_val2014_000000207913.jpg	2019/01/13-08:28:03	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000194188.jpg	2019/01/13-08:30:32	1	1	0	1	0	1	1	1	0	1
2	COCO_val2014_000000062353.jpg	2019/01/13-08:30:52	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000516143.jpg	2019/01/13-08:31:24	1	1	0	0	0	1	0	1	0	1
2	COCO_val2014_000000016249.jpg	2019/01/13-08:31:58	1	0	0	1	0	1	0	0	0	1
2	COCO_val2014_000000013466.jpg	2019/01/13-08:32:25	1	0	0	1	0	1	0	1	0	1
2	COCO_val2014_000000497067.jpg	2019/01/13-08:32:53	1	1	1	1	0	1	1	1	1	1
2	COCO_val2014_000000355453.jpg	2019/01/13-08:33:22	1	1	0	0	0	1	0	1	0	0
2	COCO_val2014_000000552564.jpg	2019/01/13-08:33:57	1	1	1	1	0	1	0	0	0	1
2	COCO_val2014_000000527535.jpg	2019/01/13-08:34:29	1	1	0	1	1	1	0	1	1	1
2	COCO_val2014_000000328452.jpg	2019/01/13-08:34:43	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000028156.jpg	2019/01/13-08:35:37	1	1	0	1	1	1	1	1	0	0
2	COCO_val2014_000000046099.jpg	2019/01/13-08:36:12	0	1	1	0	1	0	1	1	1	0
2	COCO_val2014_000000152525.jpg	2019/01/13-08:36:48	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000018480.jpg	2019/01/13-08:36:59	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000074465.jpg	2019/01/13-08:37:24	1	1	1	1	0	1	0	1	1	1
2	COCO_val2014_000000346865.jpg	2019/01/13-08:37:48	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000467437.jpg	2019/01/13-08:38:18	1	1	0	1	0	1	0	0	0	0
2	COCO_val2014_000000096110.jpg	2019/01/13-08:38:58	1	0	1	1	0	1	0	1	1	1
2	COCO_val2014_000000074460.jpg	2019/01/13-08:39:17	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000297972.jpg	2019/01/13-08:39:36	1	1	0	1	0	1	1	1	0	1
2	COCO_val2014_000000553776.jpg	2019/01/13-08:40:14	1	1	0	1	1	1	0	0	1	0
2	COCO_val2014_000000406744.jpg	2019/01/13-08:40:39	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000273493.jpg	2019/01/13-08:41:16	1	1	0	0	0	1	0	1	0	1
2	COCO_val2014_000000187001.jpg	2019/01/13-08:41:47	1	1	0	1	1	0	1	1	1	1
2	COCO_val2014_000000476065.jpg	2019/01/13-08:42:07	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000188865.jpg	2019/01/13-08:42:58	1	1	1	1	0	1	0	1	0	1
2	COCO_val2014_000000410924.jpg	2019/01/13-08:44:07	0	0	0	1	0	1	0	1	0	1
2	COCO_val2014_000000248051.jpg	2019/01/13-08:44:52	1	1	1	1	0	1	1	1	1	1
2	COCO_val2014_000000291962.jpg	2019/01/13-08:45:16	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000069946.jpg	2019/01/13-08:47:09	0	0	1	1	1	1	1	1	1	1
2	COCO_val2014_000000486573.jpg	2019/01/13-08:47:36	1	1	0	0	0	1	0	0	0	0
2	COCO_val2014_000000415880.jpg	2019/01/13-08:48:05	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000050350.jpg	2019/01/13-08:50:32	1	1	0	1	1	1	1	1	0	1
2	COCO_val2014_000000321542.jpg	2019/01/13-08:51:05	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000145831.jpg	2019/01/13-08:51:22	1	1	1	1	0	1	1	1	0	1
2	COCO_val2014_000000343914.jpg	2019/01/13-08:51:52	1	1	0	1	1	1	0	1	0	1
2	COCO_val2014_000000042190.jpg	2019/01/13-08:52:24	0	1	1	1	1	1	1	1	0	1
2	COCO_val2014_000000414071.jpg	2019/01/13-08:52:44	1	1	0	1	1	1	0	1	0	1
2	COCO_val2014_000000098444.jpg	2019/01/13-08:53:34	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000099747.jpg	2019/01/13-08:54:06	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000503137.jpg	2019/01/13-08:54:25	1	1	1	0	1	1	0	1	1	1
2	COCO_val2014_000000022176.jpg	2019/01/13-08:55:30	1	1	0	1	0	1	1	1	0	1
2	COCO_val2014_000000074759.jpg	2019/01/13-08:55:52	1	1	1	1	0	1	0	1	0	1
2	COCO_val2014_000000202653.jpg	2019/01/13-08:56:19	1	1	0	0	0	0	0	0	1	1
2	COCO_val2014_000000260927.jpg	2019/01/13-08:56:47	1	1	0	0	0	1	0	1	0	1
2	COCO_val2014_000000499755.jpg	2019/01/13-08:57:17	0	1	1	1	0	1	0	1	1	1
2	COCO_val2014_000000373119.jpg	2019/01/13-08:57:37	1	1	1	1	0	1	0	1	0	1
2	COCO_val2014_000000281598.jpg	2019/01/13-08:58:24	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000279387.jpg	2019/01/13-08:58:47	1	1	0	1	1	1	1	1	0	0
2	COCO_val2014_000000197716.jpg	2019/01/13-08:59:31	1	1	1	1	0	0	0	1	0	1
2	COCO_val2014_000000042956.jpg	2019/01/13-08:59:50	1	1	0	1	1	1	0	1	0	1
2	COCO_val2014_000000551974.jpg	2019/01/13-09:00:29	1	1	0	1	0	1	1	1	1	1
2	COCO_val2014_000000319350.jpg	2019/01/13-09:01:01	1	1	0	1	0	1	0	1	0	0
2	COCO_val2014_000000410641.jpg	2019/01/13-09:02:06	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000072368.jpg	2019/01/13-09:02:20	1	1	0	1	0	1	1	1	0	1
2	COCO_val2014_000000347535.jpg	2019/01/13-09:02:50	1	1	0	1	1	1	0	1	0	1
2	COCO_val2014_000000072873.jpg	2019/01/13-09:03:14	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000550051.jpg	2019/01/13-09:04:42	1	0	1	1	1	1	0	1	1	1
2	COCO_val2014_000000398005.jpg	2019/01/13-09:05:06	1	1	1	1	1	1	1	1	0	1
2	COCO_val2014_000000002225.jpg	2019/01/13-09:05:06	1	1	1	1	1	1	1	1	0	1
2	COCO_val2014_000000123321.jpg	2019/01/13-09:05:58	1	1	1	1	1	1	0	1	1	1
2	COCO_val2014_000000474751.jpg	2019/01/13-09:06:29	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000425100.jpg	2019/01/13-09:07:17	1	0	0	1	1	1	0	1	0	1
2	COCO_val2014_000000467540.jpg	2019/01/13-09:07:32	1	1	1	1	1	1	1	1	1	0
2	COCO_val2014_000000222648.jpg	2019/01/13-09:07:55	1	1	1	1	0	1	1	1	1	1
2	COCO_val2014_000000361992.jpg	2019/01/13-09:08:11	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000056413.jpg	2019/01/13-09:08:31	1	1	0	1	0	1	0	1	1	1
2	COCO_val2014_000000126958.jpg	2019/01/13-09:14:13	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000082921.jpg	2019/01/13-09:14:30	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000059732.jpg	2019/01/13-09:14:59	1	0	1	1	1	0	1	1	1	0
2	COCO_val2014_000000556726.jpg	2019/01/13-09:15:35	1	1	1	1	0	1	1	0	1	1
2	COCO_val2014_000000567944.jpg	2019/01/13-09:16:02	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000161962.jpg	2019/01/13-09:16:26	1	1	1	1	0	1	0	1	0	1
2	COCO_val2014_000000216363.jpg	2019/01/13-09:16:49	1	1	1	1	0	1	0	1	0	1
2	COCO_val2014_000000410880.jpg	2019/01/13-09:17:15	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000246650.jpg	2019/01/13-09:17:46	1	1	0	1	1	1	1	1	0	1
2	COCO_val2014_000000085747.jpg	2019/01/13-09:21:39	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000137727.jpg	2019/01/13-09:21:39	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000033368.jpg	2019/01/13-09:21:59	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000481446.jpg	2019/01/13-09:22:29	1	1	0	1	0	1	0	0	0	1
2	COCO_val2014_000000322944.jpg	2019/01/13-09:23:01	1	0	1	1	0	1	0	1	0	1
2	COCO_val2014_000000296707.jpg	2019/01/13-09:23:33	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000422221.jpg	2019/01/13-09:23:57	1	1	0	1	0	1	0	1	1	1
2	COCO_val2014_000000391915.jpg	2019/01/13-09:24:29	1	0	0	1	0	1	0	1	0	1
2	COCO_val2014_000000378709.jpg	2019/01/13-09:24:39	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000461278.jpg	2019/01/13-09:25:06	1	1	1	1	0	1	0	0	0	0
2	COCO_val2014_000000429174.jpg	2019/01/13-09:25:35	1	1	0	1	1	1	1	0	1	1
2	COCO_val2014_000000183786.jpg	2019/01/13-09:26:01	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000067532.jpg	2019/01/13-09:26:24	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000540806.jpg	2019/01/13-09:27:02	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000046432.jpg	2019/01/13-09:27:22	1	1	1	1	1	1	1	1	1	0
2	COCO_val2014_000000308235.jpg	2019/01/13-09:28:15	1	1	0	1	1	1	0	1	1	1
2	COCO_val2014_000000542388.jpg	2019/01/13-09:28:36	1	0	1	1	1	1	1	0	1	1
2	COCO_val2014_000000281056.jpg	2019/01/13-09:29:08	1	1	0	1	0	1	0	1	0	0
2	COCO_val2014_000000287636.jpg	2019/01/13-09:30:09	1	1	1	1	0	1	0	1	0	1
2	COCO_val2014_000000432534.jpg	2019/01/13-09:30:39	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000146767.jpg	2019/01/13-09:31:04	1	1	0	1	0	1	0	1	0	1
2	COCO_val2014_000000205577.jpg	2019/01/13-09:31:43	1	1	0	1	1	1	0	1	1	1
2	COCO_val2014_000000126192.jpg	2019/01/13-09:32:09	1	1	1	1	1	1	0	1	1	1
2	COCO_val2014_000000402588.jpg	2019/01/13-09:33:04	1	1	0	1	1	1	1	1	0	1
2	COCO_val2014_000000049255.jpg	2019/01/13-09:33:27	1	1	1	1	1	1	1	0	1	0
2	COCO_val2014_000000184400.jpg	2019/01/13-09:34:20	1	1	1	1	1	1	1	1	1	1
2	COCO_val2014_000000010526.jpg	2019/01/13-09:34:47	1	0	0	1	1	1	0	1	0	1
2	COCO_val2014_000000125072.jpg	2019/01/13-09:35:57	1	1	1	1	0	1	0	0	0	0
2	COCO_val2014_000000307538.jpg	2019/01/13-09:36:29	1	1	0	1	0	1	0	0	0	1
2	COCO_val2014_000000085665.jpg	2019/01/13-09:38:08	0	1	0	0	0	1	0	0	0	0
2	COCO_val2014_000000581332.jpg	2019/01/13-10:45:01	1	1	0	1	0	0	0	0	1	0
2	COCO_val2014_000000570755.jpg	2019/01/13-10:45:39	1	1	0	1	0	1	0	1	0	0
3	COCO_val2014_000000009217.jpg	2019/01/13-22:25:39	0	1	0	0	0	0	0	0	1	1
3	COCO_val2014_000000432534.jpg	2019/01/13-22:26:42	0	0	0	1	0	1	0	0	0	0
3	COCO_val2014_000000257870.jpg	2019/01/13-22:27:05	1	1	0	1	0	1	0	0	0	1
3	COCO_val2014_000000067532.jpg	2019/01/13-22:28:00	0	0	0	1	0	0	0	1	0	1
3	COCO_val2014_000000161962.jpg	2019/01/13-22:28:26	1	1	0	0	0	1	0	0	0	1
3	COCO_val2014_000000260927.jpg	2019/01/13-22:29:10	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000140963.jpg	2019/01/13-22:29:36	1	1	0	0	0	1	0	0	0	1
3	COCO_val2014_000000139567.jpg	2019/01/13-22:30:10	0	0	1	1	0	1	0	1	0	1
3	COCO_val2014_000000414071.jpg	2019/01/13-22:30:45	1	1	0	1	1	1	0	1	0	1
3	COCO_val2014_000000046432.jpg	2019/01/13-22:31:19	1	1	0	1	0	0	1	1	0	0
3	COCO_val2014_000000234251.jpg	2019/01/13-22:31:41	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000170015.jpg	2019/01/13-22:32:20	1	0	0	1	0	1	0	0	0	1
3	COCO_val2014_000000018480.jpg	2019/01/13-22:32:38	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000398005.jpg	2019/01/13-22:33:33	1	1	0	0	0	0	0	0	0	1
3	COCO_val2014_000000091416.jpg	2019/01/13-22:34:05	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000527535.jpg	2019/01/13-22:35:18	1	0	0	1	0	1	0	0	0	1
3	COCO_val2014_000000230987.jpg	2019/01/13-22:36:22	0	0	1	1	0	1	1	1	0	0
3	COCO_val2014_000000298628.jpg	2019/01/13-22:36:51	1	0	0	0	0	1	0	1	0	1
3	COCO_val2014_000000098444.jpg	2019/01/13-22:37:15	1	0	0	1	0	0	0	1	0	1
3	COCO_val2014_000000146767.jpg	2019/01/13-22:37:45	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000322944.jpg	2019/01/13-22:38:10	1	1	0	1	0	0	0	1	0	1
3	COCO_val2014_000000474751.jpg	2019/01/13-22:38:35	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000361992.jpg	2019/01/13-22:39:00	1	1	0	1	0	1	0	1	0	1
3	COCO_val2014_000000149444.jpg	2019/01/13-22:39:58	0	1	1	0	1	0	1	0	1	1
3	COCO_val2014_000000088445.jpg	2019/01/13-22:40:28	0	0	0	0	0	1	0	0	0	0
3	COCO_val2014_000000307538.jpg	2019/01/13-22:41:01	1	1	0	0	0	1	0	0	0	1
5	COCO_val2014_000000297972.jpg	2019/01/14-10:46:35	1	1	0	1	0	1	0	0	0	1
5	COCO_val2014_000000486573.jpg	2019/01/14-10:47:04	1	1	0	0	0	1	0	0	0	0
5	COCO_val2014_000000352080.jpg	2019/01/14-10:47:31	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000393410.jpg	2019/01/14-10:47:56	1	1	0	1	0	1	1	1	0	0
5	COCO_val2014_000000011198.jpg	2019/01/14-10:48:37	0	1	1	0	1	1	1	0	1	0
5	COCO_val2014_000000287636.jpg	2019/01/14-10:49:26	1	1	1	1	0	1	0	1	0	1
5	COCO_val2014_000000347535.jpg	2019/01/14-10:49:51	1	1	0	1	1	1	0	1	1	1
5	COCO_val2014_000000497067.jpg	2019/01/14-10:50:22	1	1	1	1	0	1	1	1	0	1
5	COCO_val2014_000000378709.jpg	2019/01/14-10:50:44	1	0	1	1	1	1	1	1	1	1
5	COCO_val2014_000000175718.jpg	2019/01/14-10:51:11	1	1	0	0	1	1	0	0	0	1
5	COCO_val2014_000000332877.jpg	2019/01/16-11:48:59	0	0	1	1	0	1	0	1	0	1
5	COCO_val2014_000000556726.jpg	2019/01/16-11:49:27	1	1	1	0	0	1	0	0	1	1
5	COCO_val2014_000000468997.jpg	2019/01/16-11:49:47	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000410924.jpg	2019/01/16-11:50:03	1	1	0	0	0	0	0	0	0	0
5	COCO_val2014_000000109425.jpg	2019/01/16-11:50:36	0	1	0	1	1	1	0	0	1	1
5	COCO_val2014_000000461278.jpg	2019/01/16-11:51:04	1	0	1	1	0	1	0	0	0	0
5	COCO_val2014_000000050350.jpg	2019/01/16-11:51:28	1	1	0	0	0	1	0	1	0	1
5	COCO_val2014_000000455290.jpg	2019/01/16-11:51:45	1	1	1	1	1	1	1	1	1	1
5	COCO_val2014_000000139567.jpg	2019/01/16-11:52:09	1	1	0	1	0	0	0	0	0	1
5	COCO_val2014_000000273493.jpg	2019/01/16-11:52:33	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000551338.jpg	2019/01/16-11:52:53	0	1	0	1	0	1	0	1	1	1
5	COCO_val2014_000000527535.jpg	2019/01/16-11:53:09	1	1	1	1	1	1	0	1	1	1
5	COCO_val2014_000000157593.jpg	2019/01/16-11:53:30	1	0	0	1	0	1	0	1	0	1
5	COCO_val2014_000000046432.jpg	2019/01/16-11:53:55	1	1	0	0	0	0	1	1	0	0
5	COCO_val2014_000000272049.jpg	2019/01/16-11:54:13	1	1	1	0	0	1	1	1	0	1
5	COCO_val2014_000000536615.jpg	2019/01/16-11:54:43	1	0	0	1	1	1	1	0	0	1
5	COCO_val2014_000000126958.jpg	2019/01/16-11:54:57	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000157807.jpg	2019/01/16-11:55:15	1	1	1	1	1	1	1	1	1	1
5	COCO_val2014_000000099747.jpg	2019/01/16-11:55:37	1	0	0	1	0	1	0	1	0	1
5	COCO_val2014_000000298461.jpg	2019/01/16-11:56:00	1	1	1	1	0	1	1	1	0	1
5	COCO_val2014_000000083065.jpg	2019/01/16-11:56:17	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000328452.jpg	2019/01/16-20:17:33	1	0	1	1	1	1	1	1	1	1
5	COCO_val2014_000000222648.jpg	2019/01/16-20:17:55	1	0	0	1	0	1	0	1	0	1
5	COCO_val2014_000000478155.jpg	2019/01/16-20:18:30	1	1	0	1	0	1	0	0	1	1
5	COCO_val2014_000000361992.jpg	2019/01/16-20:18:48	1	1	0	1	0	1	0	0	0	1
5	COCO_val2014_000000180798.jpg	2019/01/16-20:19:09	1	1	0	0	0	1	0	0	0	1
5	COCO_val2014_000000321542.jpg	2019/01/16-20:19:29	1	1	0	0	1	1	0	0	0	0
5	COCO_val2014_000000122161.jpg	2019/01/16-20:19:46	1	1	0	1	0	1	1	1	0	1
5	COCO_val2014_000000260927.jpg	2019/01/16-20:20:12	1	1	0	1	0	0	0	1	0	1
5	COCO_val2014_000000098444.jpg	2019/01/16-20:20:39	0	0	1	1	1	1	0	1	1	1
5	COCO_val2014_000000559773.jpg	2019/01/16-20:20:55	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000257870.jpg	2019/01/16-20:21:17	1	1	1	1	0	1	0	1	0	1
5	COCO_val2014_000000149444.jpg	2019/01/16-20:21:48	1	0	0	1	0	1	0	1	0	0
5	COCO_val2014_000000187001.jpg	2019/01/16-20:22:07	1	1	0	1	1	1	1	1	1	1
5	COCO_val2014_000000086884.jpg	2019/01/16-20:22:35	0	0	1	0	1	1	0	0	1	0
5	COCO_val2014_000000143998.jpg	2019/01/16-20:24:55	1	0	0	1	0	0	0	1	0	1
5	COCO_val2014_000000234251.jpg	2019/01/16-20:25:23	1	0	1	1	1	1	0	1	0	0
5	COCO_val2014_000000096110.jpg	2019/01/16-20:26:08	1	1	1	1	0	1	0	1	1	0
5	COCO_val2014_000000069757.jpg	2019/01/16-20:26:31	1	0	1	1	1	1	1	1	1	1
5	COCO_val2014_000000016249.jpg	2019/01/16-20:26:52	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000049255.jpg	2019/01/16-20:27:22	1	1	0	1	1	1	0	0	0	0
5	COCO_val2014_000000279387.jpg	2019/01/16-20:27:44	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000072873.jpg	2019/01/16-20:27:54	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000556341.jpg	2019/01/16-20:28:12	1	0	0	1	0	1	0	1	0	1
5	COCO_val2014_000000183786.jpg	2019/01/16-20:28:42	1	1	0	0	1	0	1	0	0	0
5	COCO_val2014_000000209480.jpg	2019/01/16-20:29:10	1	1	0	1	1	1	0	1	0	1
5	COCO_val2014_000000298628.jpg	2019/01/16-20:29:27	1	1	0	1	0	1	0	0	1	1
5	COCO_val2014_000000553776.jpg	2019/01/16-20:31:48	1	0	0	1	1	1	0	1	0	0
5	COCO_val2014_000000554595.jpg	2019/01/16-20:32:06	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000467437.jpg	2019/01/16-20:32:24	0	1	0	1	0	1	0	1	0	0
5	COCO_val2014_000000508672.jpg	2019/01/16-20:32:44	1	1	1	1	0	1	0	1	0	1
5	COCO_val2014_000000343914.jpg	2019/01/16-20:33:01	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000519208.jpg	2019/01/16-20:33:17	1	0	0	1	0	1	0	1	0	1
5	COCO_val2014_000000137727.jpg	2019/01/16-20:33:44	1	0	0	0	0	0	1	0	0	1
5	COCO_val2014_000000170015.jpg	2019/01/16-20:34:02	1	1	0	1	0	1	0	0	0	1
5	COCO_val2014_000000550051.jpg	2019/01/16-20:34:31	0	0	1	1	0	1	0	0	1	1
5	COCO_val2014_000000056413.jpg	2019/01/16-20:34:51	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000044642.jpg	2019/01/16-20:35:12	1	1	1	1	0	1	1	1	0	1
5	COCO_val2014_000000042190.jpg	2019/01/16-20:35:40	1	0	0	0	0	0	0	0	0	1
5	COCO_val2014_000000224757.jpg	2019/01/16-20:36:01	0	0	0	1	0	1	0	1	0	0
5	COCO_val2014_000000050230.jpg	2019/01/16-20:36:25	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000074465.jpg	2019/01/16-20:36:52	1	0	1	0	0	1	1	1	0	0
5	COCO_val2014_000000307523.jpg	2019/01/16-20:37:08	1	1	0	1	0	1	0	1	1	1
5	COCO_val2014_000000031965.jpg	2019/01/16-20:37:28	1	0	1	1	1	1	1	1	0	1
5	COCO_val2014_000000498555.jpg	2019/01/16-20:38:05	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000484145.jpg	2019/01/16-20:38:24	1	0	0	1	0	1	0	1	0	1
5	COCO_val2014_000000145831.jpg	2019/01/16-20:38:45	1	0	0	1	0	1	1	1	0	1
5	COCO_val2014_000000367843.jpg	2019/01/16-20:39:02	1	1	0	1	0	1	1	0	0	1
5	COCO_val2014_000000516143.jpg	2019/01/16-20:39:22	1	1	0	0	1	1	0	1	0	1
5	COCO_val2014_000000125072.jpg	2019/01/16-20:39:49	1	0	1	1	0	1	0	0	0	1
5	COCO_val2014_000000192306.jpg	2019/01/17-12:44:48	1	0	0	1	0	1	0	1	0	1
5	COCO_val2014_000000085665.jpg	2019/01/17-12:46:06	0	0	0	1	0	1	0	0	0	1
5	COCO_val2014_000000170038.jpg	2019/01/17-12:46:28	1	0	0	1	1	0	0	1	0	0
5	COCO_val2014_000000322944.jpg	2019/01/17-12:51:49	1	1	1	1	0	1	0	1	0	1
5	COCO_val2014_000000010526.jpg	2019/01/17-12:52:11	1	0	0	1	1	1	0	1	0	0
5	COCO_val2014_000000219589.jpg	2019/01/17-12:52:53	1	1	0	1	0	1	1	1	0	1
5	COCO_val2014_000000353536.jpg	2019/01/17-12:53:07	0	0	1	0	1	0	0	1	1	0
5	COCO_val2014_000000067532.jpg	2019/01/17-12:53:27	1	1	0	1	0	1	0	1	0	0
5	COCO_val2014_000000333756.jpg	2019/01/17-12:56:22	1	0	1	1	1	1	1	0	1	1
5	COCO_val2014_000000045356.jpg	2019/01/17-12:57:19	1	1	1	1	0	1	0	0	1	1
5	COCO_val2014_000000296707.jpg	2019/01/17-12:57:38	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000494578.jpg	2019/01/17-13:01:27	1	1	0	1	0	1	0	0	0	1
5	COCO_val2014_000000432534.jpg	2019/01/17-13:02:24	1	0	0	0	0	0	0	1	0	1
5	COCO_val2014_000000410641.jpg	2019/01/17-13:06:58	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000131207.jpg	2019/01/17-13:09:58	0	1	0	1	1	1	1	1	0	0
5	COCO_val2014_000000152525.jpg	2019/01/17-13:11:05	1	0	0	1	1	1	1	1	0	1
5	COCO_val2014_000000221700.jpg	2019/01/17-13:11:55	1	1	0	0	0	1	0	1	0	1
5	COCO_val2014_000000146767.jpg	2019/01/17-13:13:22	1	1	0	1	0	1	0	1	0	1
5	COCO_val2014_000000022176.jpg	2019/01/17-13:13:44	1	1	1	1	0	1	0	1	0	1
5	COCO_val2014_000000327073.jpg	2019/01/17-13:13:56	1	1	1	0	1	0	1	0	1	0
6	COCO_val2014_000000221700.jpg	2019/01/17-19:30:46	1	1	0	0	1	1	0	0	0	1
6	COCO_val2014_000000556341.jpg	2019/01/17-19:33:05	1	0	1	1	0	1	0	1	0	1
6	COCO_val2014_000000137727.jpg	2019/01/17-19:34:07	1	0	1	1	0	0	0	1	0	1
6	COCO_val2014_000000139468.jpg	2019/01/17-19:35:55	0	1	1	0	0	1	1	0	0	0
6	COCO_val2014_000000209480.jpg	2019/01/17-19:36:57	1	0	1	0	0	0	0	1	1	1
6	COCO_val2014_000000581332.jpg	2019/01/17-19:38:19	1	1	1	0	0	0	0	0	1	1
6	COCO_val2014_000000455290.jpg	2019/01/17-19:38:59	1	1	1	1	1	1	1	1	1	1
6	COCO_val2014_000000050230.jpg	2019/01/17-19:39:59	1	0	1	1	0	1	0	1	1	1
6	COCO_val2014_000000319350.jpg	2019/01/17-19:40:39	1	1	0	1	0	1	0	1	0	0
6	COCO_val2014_000000083065.jpg	2019/01/17-19:41:06	1	1	0	0	1	0	0	0	0	0
6	COCO_val2014_000000552564.jpg	2019/01/17-19:41:54	1	0	0	1	0	1	0	1	0	1
6	COCO_val2014_000000126192.jpg	2019/01/17-19:42:38	1	1	1	1	0	0	1	0	0	1
6	COCO_val2014_000000484145.jpg	2019/01/17-19:43:14	1	1	0	0	0	0	0	1	0	1
6	COCO_val2014_000000551974.jpg	2019/01/17-19:43:53	1	1	0	1	0	1	1	1	1	1
6	COCO_val2014_000000508672.jpg	2019/01/17-19:44:20	0	1	0	1	0	1	0	1	0	1
6	COCO_val2014_000000422326.jpg	2019/01/17-19:44:20	1	1	1	1	1	1	1	1	1	1
6	COCO_val2014_000000072368.jpg	2019/01/17-19:44:52	1	1	1	1	1	1	1	1	1	1
6	COCO_val2014_000000410924.jpg	2019/01/17-19:45:26	1	1	0	1	0	0	0	1	0	1
